,title,作者,出版社,出版日期,ISBN/ISSN,語言,裝訂方式,頁數,商品尺寸,高15mm,類別
9786263299443,慢遊法國：美景、藝術、建築、歷史的深度體驗，歐洲線領隊從自助到跟團的隨身導覽攻略,魏宏展,台灣東販股份有限公司,2023-08-28,9786263299443,繁體中文,平裝,280頁,長：230mm \ 寬：170mm \ 高：15mm,類別：,中文書>旅遊>歐洲
